TEAM_ABBREVIATION,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PLUS_MINUS,HOME_WIN,HOME
DEN,2016-11-12,DEN vs. DET,0,240,95,36,84,0.429,9,25,0.36,14,19,0.737,14,28,42,15,6,4,15,14,-11.0,0,1
WCB,2016-11-12,WCB @ ERI,0,241,105,38,78,0.487,8,26,0.308,21,28,0.75,8,32,40,17,5,4,14,23,-3.0,0,0
LAC,2016-11-12,LAC @ MIN,1,240,119,40,76,0.526,11,24,0.458,28,37,0.757,9,33,42,25,7,4,14,19,14.0,0,0
LIN,2016-11-12,LIN @ CTN,1,241,120,45,100,0.45,9,32,0.281,21,28,0.75,17,34,51,35,13,7,20,22,2.0,0,0
TOR,2016-11-12,TOR vs. NYK,1,240,118,39,83,0.47,7,22,0.318,33,38,0.868,11,33,44,18,10,6,11,20,11.0,1,1
FWN,2016-11-12,FWN @ GBO,1,241,120,39,74,0.527,12,29,0.414,30,38,0.789,14,31,45,21,8,3,18,34,22.0,0,0
GBO,2016-11-12,GBO vs. FWN,0,240,98,30,74,0.405,5,18,0.278,33,50,0.66,10,22,32,12,7,4,11,28,-22.0,0,1
MNE,2016-11-12,MNE @ TEX,1,239,137,45,90,0.5,12,28,0.429,35,39,0.897,14,34,48,21,7,3,20,18,6.0,0,0
CHI,2016-11-12,CHI vs. WAS,1,240,106,39,97,0.402,5,15,0.333,23,25,0.92,15,37,52,21,7,6,10,20,11.0,1,1
MIL,2016-11-12,MIL vs. MEM,1,240,106,36,68,0.529,7,18,0.389,27,36,0.75,5,30,35,20,9,5,12,20,10.0,1,1
MEM,2016-11-12,MEM @ MIL,0,241,96,35,78,0.449,6,30,0.2,20,21,0.952,3,29,32,20,8,4,13,26,-10.0,0,0
NAS,2016-11-12,NAS vs. IWA,1,256,121,45,89,0.506,7,22,0.318,24,35,0.686,9,39,48,22,15,0,9,34,17.0,1,1
BOS,2016-11-12,BOS @ IND,1,240,105,35,80,0.438,8,25,0.32,27,33,0.818,15,32,47,22,7,7,13,21,6.0,0,0
SXF,2016-11-12,SXF vs. SLC,1,239,117,44,95,0.463,11,20,0.55,18,23,0.783,15,48,63,32,9,11,22,27,17.0,1,1
MIA,2016-11-12,MIA vs. UTA,0,240,91,38,81,0.469,5,17,0.294,10,19,0.526,4,35,39,21,5,4,8,17,-11.0,0,1
POR,2016-11-11,POR vs. SAC,1,266,122,45,86,0.523,13,33,0.394,19,27,0.704,7,29,36,29,8,4,11,24,2.0,1,1
OKC,2016-11-11,OKC vs. LAC,0,239,108,38,88,0.432,16,28,0.571,16,19,0.842,9,36,45,21,3,1,16,27,-2.0,0,1
UTA,2016-11-11,UTA @ ORL,1,239,87,33,81,0.407,7,28,0.25,14,16,0.875,12,40,52,19,9,7,15,18,13.0,0,0
DET,2016-11-11,DET @ SAS,0,241,86,32,76,0.421,5,25,0.2,17,21,0.81,9,33,42,14,2,4,11,14,-10.0,0,0
ORL,2016-11-11,ORL vs. UTA,0,240,74,26,78,0.333,8,20,0.4,14,19,0.737,8,35,43,13,11,6,12,18,-13.0,0,1
GRD,2016-11-11,GRD vs. CTN,1,240,134,51,96,0.531,11,25,0.44,21,32,0.656,13,35,48,27,8,4,9,25,23.0,1,1
BOS,2016-11-11,BOS vs. NYK,1,240,115,35,90,0.389,11,27,0.407,34,43,0.791,19,34,53,23,16,3,15,18,28.0,1,1
WAS,2016-11-11,WAS vs. CLE,0,241,94,38,87,0.437,3,15,0.2,15,19,0.789,10,36,46,16,7,5,15,21,-11.0,0,1
WCB,2016-11-11,WCB vs. LIN,1,240,123,51,92,0.554,8,22,0.364,13,16,0.813,11,42,53,42,16,3,19,24,29.0,1,1
CLE,2016-11-11,CLE @ WAS,1,241,105,36,86,0.419,14,33,0.424,19,26,0.731,13,34,47,16,9,6,15,21,11.0,0,0
LAC,2016-11-11,LAC @ OKC,1,239,110,39,86,0.453,11,27,0.407,21,35,0.6,11,34,45,18,9,3,10,20,2.0,0,0
SAS,2016-11-11,SAS vs. DET,1,240,96,36,81,0.444,9,20,0.45,15,19,0.789,10,35,45,24,8,2,8,13,10.0,1,1
SAC,2016-11-11,SAC @ POR,0,267,120,43,88,0.489,6,21,0.286,28,35,0.8,13,35,48,18,7,3,15,21,-2.0,0,0
CHA,2016-11-11,CHA vs. TOR,0,239,111,38,93,0.409,17,41,0.415,18,24,0.75,18,39,57,22,1,4,11,16,-2.0,0,1
NYK,2016-11-11,NYK @ BOS,0,239,87,33,94,0.351,6,23,0.261,15,17,0.882,21,36,57,19,7,11,25,26,-28.0,0,0
MNE,2016-11-11,MNE @ OKL,1,239,127,43,89,0.483,15,33,0.455,26,33,0.788,7,30,37,20,17,1,13,20,22.0,0,0
IWA,2016-11-11,IWA @ LAD,0,240,98,38,104,0.365,9,44,0.205,13,22,0.591,15,34,49,20,8,3,15,20,-29.0,0,0
IND,2016-11-11,IND @ PHI,0,264,105,39,88,0.443,5,19,0.263,22,23,0.957,4,36,40,23,14,3,13,28,-4.0,0,0
LIN,2016-11-11,LIN @ WCB,0,238,94,34,82,0.415,11,36,0.306,15,25,0.6,7,30,37,26,8,6,22,21,-29.0,0,0
TOR,2016-11-11,TOR @ CHA,1,242,113,43,90,0.478,6,22,0.273,21,22,0.955,8,37,45,18,8,5,5,21,2.0,0,0
LAD,2016-11-11,LAD vs. IWA,1,240,127,48,99,0.485,10,37,0.27,21,23,0.913,16,49,65,28,8,9,14,23,29.0,1,1
CTN,2016-11-11,CTN @ GRD,0,241,111,42,87,0.483,11,27,0.407,16,19,0.842,6,31,37,10,4,4,15,30,-23.0,0,0
OKL,2016-11-11,OKL vs. MNE,0,242,105,41,88,0.466,11,30,0.367,12,20,0.6,11,37,48,24,5,6,27,23,-22.0,0,1
PHI,2016-11-11,PHI vs. IND,1,265,109,36,86,0.419,11,32,0.344,26,31,0.839,13,41,54,24,7,6,19,21,4.0,1,1
SAC,2016-11-10,SAC vs. LAL,0,241,91,34,85,0.4,8,21,0.381,15,20,0.75,11,32,43,18,13,3,15,19,-10.0,0,1
GSW,2016-11-10,GSW @ DEN,1,241,125,46,85,0.541,14,30,0.467,19,20,0.95,9,35,44,33,15,6,15,18,24.0,0,0
MIA,2016-11-10,MIA vs. CHI,0,241,95,36,88,0.409,13,29,0.448,10,15,0.667,14,32,46,22,8,5,13,19,-3.0,0,1
NOP,2016-11-10,NOP @ MIL,1,240,112,39,89,0.438,9,25,0.36,25,27,0.926,11,36,47,22,9,7,10,19,6.0,0,0
MIL,2016-11-10,MIL vs. NOP,0,240,106,40,91,0.44,6,18,0.333,20,25,0.8,11,37,48,23,4,5,11,20,-6.0,0,1
CHI,2016-11-10,CHI @ MIA,1,241,98,37,89,0.416,6,16,0.375,18,20,0.9,12,36,48,18,7,2,10,12,3.0,0,0
LAL,2016-11-10,LAL @ SAC,1,241,101,38,74,0.514,9,27,0.333,16,22,0.727,4,38,42,18,8,2,21,19,10.0,0,0
DEN,2016-11-10,DEN vs. GSW,0,238,101,38,94,0.404,13,36,0.361,12,17,0.706,17,27,44,26,7,3,18,18,-24.0,0,1
ATL,2016-11-09,ATL vs. CHI,1,240,115,42,83,0.506,9,20,0.45,22,27,0.815,13,35,48,24,8,7,21,20,8.0,1,1
DAL,2016-11-09,DAL @ GSW,0,239,95,34,86,0.395,6,28,0.214,21,28,0.75,13,29,42,20,10,2,7,20,-21.0,0,0
UTA,2016-11-09,UTA @ CHA,0,239,98,38,82,0.463,8,34,0.235,14,18,0.778,10,36,46,24,5,6,12,22,-6.0,0,0
ORL,2016-11-09,ORL vs. MIN,0,239,107,38,85,0.447,8,24,0.333,23,30,0.767,12,27,39,20,2,5,9,19,-16.0,0,1
CHI,2016-11-09,CHI @ ATL,0,240,107,41,91,0.451,9,27,0.333,16,21,0.762,8,23,31,24,14,3,13,21,-8.0,0,0
MIN,2016-11-09,MIN @ ORL,1,239,123,45,87,0.517,13,23,0.565,20,26,0.769,10,35,45,27,8,5,6,23,16.0,0,0
PHX,2016-11-09,PHX vs. DET,1,240,107,38,84,0.452,8,22,0.364,23,30,0.767,10,39,49,20,7,6,17,20,7.0,1,1
HOU,2016-11-09,HOU @ SAS,1,240,101,37,78,0.474,10,30,0.333,17,22,0.773,8,37,45,25,7,4,19,24,2.0,0,0
DET,2016-11-09,DET @ PHX,0,240,100,32,89,0.36,9,22,0.409,27,32,0.844,9,32,41,20,11,5,11,24,-7.0,0,0
IND,2016-11-09,IND vs. PHI,1,265,122,49,90,0.544,9,19,0.474,15,20,0.75,7,36,43,25,9,6,16,17,7.0,1,1
WES,2016-11-09,WES vs. LIN,1,241,107,38,80,0.475,11,29,0.379,20,26,0.769,7,35,42,15,8,3,22,17,4.0,1,1
NYK,2016-11-09,NYK vs. BKN,1,239,110,44,92,0.478,10,30,0.333,12,17,0.706,9,41,50,25,11,5,14,21,14.0,1,1
SAS,2016-11-09,SAS vs. HOU,0,241,99,33,84,0.393,7,23,0.304,26,30,0.867,10,29,39,22,14,5,10,15,-2.0,0,1
CHA,2016-11-09,CHA vs. UTA,1,240,104,38,82,0.463,8,26,0.308,20,29,0.69,5,32,37,24,8,3,8,19,6.0,1,1
GSW,2016-11-09,GSW vs. DAL,1,241,116,43,74,0.581,17,33,0.515,13,22,0.591,5,34,39,33,3,5,15,22,21.0,1,1
LAC,2016-11-09,LAC vs. POR,1,239,111,38,87,0.437,11,32,0.344,24,33,0.727,14,41,55,24,9,7,7,15,31.0,1,1
BOS,2016-11-09,BOS @ WAS,0,239,93,35,81,0.432,10,31,0.323,13,22,0.591,7,24,31,21,5,4,11,19,-25.0,0,0
BKN,2016-11-09,BKN @ NYK,0,241,96,33,79,0.418,11,33,0.333,19,27,0.704,7,33,40,19,9,4,18,20,-14.0,0,0
OKC,2016-11-09,OKC vs. TOR,0,240,102,31,74,0.419,12,34,0.353,28,31,0.903,11,28,39,18,6,5,19,21,-10.0,0,1
PHI,2016-11-09,PHI @ IND,0,265,115,46,95,0.484,14,36,0.389,9,19,0.474,10,33,43,23,11,6,17,21,-7.0,0,0
LIN,2016-11-09,LIN @ WES,0,239,103,40,96,0.417,11,32,0.344,12,15,0.8,16,31,47,18,14,2,19,27,-4.0,0,0
POR,2016-11-09,POR @ LAC,0,240,80,31,88,0.352,6,30,0.2,12,14,0.857,11,36,47,16,4,3,14,23,-31.0,0,0
WAS,2016-11-09,WAS vs. BOS,1,240,118,46,92,0.5,10,21,0.476,16,20,0.8,19,35,54,29,9,7,11,26,25.0,1,1
TOR,2016-11-09,TOR @ OKC,1,240,112,43,83,0.518,11,26,0.423,15,22,0.682,7,28,35,25,10,6,11,24,10.0,0,0
DAL,2016-11-08,DAL @ LAL,1,240,109,43,82,0.524,10,23,0.435,13,15,0.867,8,29,37,24,11,4,11,12,12.0,0,0
MEM,2016-11-08,MEM vs. DEN,1,240,108,44,86,0.512,7,24,0.292,13,19,0.684,8,24,32,29,14,5,14,30,1.0,1,1
POR,2016-11-08,POR vs. PHX,1,240,124,45,81,0.556,14,31,0.452,20,28,0.714,7,28,35,22,5,4,20,27,3.0,1,1
NOP,2016-11-08,NOP @ SAC,0,241,94,38,84,0.452,5,21,0.238,13,18,0.722,7,33,40,23,5,9,10,23,-8.0,0,0
SAC,2016-11-08,SAC vs. NOP,1,241,102,39,81,0.481,8,25,0.32,16,20,0.8,5,34,39,24,7,5,10,21,8.0,1,1
ATL,2016-11-08,ATL @ CLE,1,241,110,41,81,0.506,11,29,0.379,17,24,0.708,11,39,50,22,1,4,19,21,4.0,0,0
DEN,2016-11-08,DEN @ MEM,0,240,107,35,70,0.5,10,24,0.417,27,34,0.794,6,33,39,24,6,4,22,23,-1.0,0,0
BKN,2016-11-08,BKN vs. MIN,1,241,119,42,76,0.553,12,33,0.364,23,26,0.885,5,38,43,20,5,5,20,19,9.0,1,1
LAL,2016-11-08,LAL vs. DAL,0,239,97,38,78,0.487,10,26,0.385,11,14,0.786,8,29,37,20,6,1,16,19,-12.0,0,1
PHX,2016-11-08,PHX @ POR,0,239,121,43,86,0.5,7,21,0.333,28,33,0.848,15,26,41,18,10,2,16,27,-3.0,0,0
CLE,2016-11-08,CLE vs. ATL,0,240,106,37,99,0.374,11,42,0.262,21,25,0.84,13,26,39,21,12,1,6,20,-4.0,0,1
MIN,2016-11-08,MIN @ BKN,0,239,110,39,92,0.424,12,28,0.429,20,28,0.714,15,26,41,20,11,3,16,21,-9.0,0,0
UTA,2016-11-07,UTA @ PHI,1,240,109,43,85,0.506,11,19,0.579,12,20,0.6,10,35,45,20,10,11,10,22,25.0,0,0
GSW,2016-11-07,GSW vs. NOP,1,241,116,45,90,0.5,16,35,0.457,10,12,0.833,10,28,38,35,14,4,15,17,10.0,1,1
CHA,2016-11-07,CHA vs. IND,1,240,122,41,84,0.488,12,32,0.375,28,32,0.875,3,40,43,30,12,4,11,15,22.0,1,1
WAS,2016-11-07,WAS vs. HOU,0,239,106,39,94,0.415,10,27,0.37,18,20,0.9,16,29,45,20,12,5,13,16,-8.0,0,1
CHI,2016-11-07,CHI vs. ORL,1,240,112,42,89,0.472,3,19,0.158,25,31,0.806,15,41,56,26,7,4,8,11,32.0,1,1
PHI,2016-11-07,PHI vs. UTA,0,240,84,31,77,0.403,7,21,0.333,15,22,0.682,9,33,42,16,5,2,18,19,-25.0,0,1
OKC,2016-11-07,OKC vs. MIA,1,239,97,37,85,0.435,9,28,0.321,14,17,0.824,10,37,47,24,8,5,16,18,12.0,1,1
NOP,2016-11-07,NOP @ GSW,0,240,106,39,80,0.488,7,21,0.333,21,27,0.778,11,32,43,26,8,1,19,16,-10.0,0,0
LAC,2016-11-07,LAC vs. DET,1,240,114,41,76,0.539,13,25,0.52,19,22,0.864,2,44,46,28,8,7,10,20,32.0,1,1
IND,2016-11-07,IND @ CHA,0,239,100,40,94,0.426,9,33,0.273,11,15,0.733,12,40,52,23,8,4,18,25,-22.0,0,0
MIA,2016-11-07,MIA @ OKC,0,239,85,31,84,0.369,4,17,0.235,19,22,0.864,12,29,41,12,8,7,12,16,-12.0,0,0
DET,2016-11-07,DET @ LAC,0,241,82,30,82,0.366,4,12,0.333,18,26,0.692,11,28,39,14,5,2,11,19,-32.0,0,0
ORL,2016-11-07,ORL @ CHI,0,242,80,33,85,0.388,9,30,0.3,5,6,0.833,6,33,39,28,6,6,14,23,-32.0,0,0
HOU,2016-11-07,HOU @ WAS,1,240,114,41,79,0.519,17,37,0.459,15,18,0.833,6,31,37,28,6,7,18,18,8.0,0,0
MEM,2016-11-06,MEM vs. POR,0,241,94,31,81,0.383,6,26,0.231,26,32,0.813,12,32,44,15,9,5,13,20,-6.0,0,1
PHX,2016-11-06,PHX @ LAL,0,239,108,40,91,0.44,6,20,0.3,22,28,0.786,11,29,40,20,8,2,17,30,-11.0,0,0
NAS,2016-11-06,NAS vs. LAD,1,60,99,42,81,0.519,7,14,0.5,10,11,0.909,16,15,31,0,0,0,5,7,-21.2,1,1
DEN,2016-11-06,DEN @ BOS,1,239,123,44,84,0.524,11,23,0.478,24,31,0.774,9,38,47,21,7,6,17,23,16.0,0,0
TOR,2016-11-06,TOR vs. SAC,0,239,91,30,84,0.357,7,30,0.233,24,31,0.774,13,30,43,22,6,5,6,26,-5.0,0,1
UTA,2016-11-06,UTA @ NYK,1,241,114,38,75,0.507,8,25,0.32,30,35,0.857,7,27,34,21,6,4,10,19,5.0,0,0
BOS,2016-11-06,BOS vs. DEN,0,240,107,41,90,0.456,8,25,0.32,17,21,0.81,11,28,39,31,3,4,11,24,-16.0,0,1
POR,2016-11-06,POR @ MEM,1,241,100,32,71,0.451,14,33,0.424,22,27,0.815,5,32,37,19,7,5,15,25,6.0,0,0
ERI,2016-11-06,ERI @ RAP,0,241,72,23,67,0.343,3,15,0.2,23,33,0.697,10,25,35,14,14,8,20,28,-10.0,0,0
RAP,2016-11-06,RAP vs. ERI,1,240,83,26,66,0.394,7,18,0.389,24,38,0.632,13,31,44,16,10,9,21,27,13.0,1,1
LAL,2016-11-06,LAL vs. PHX,1,241,119,41,90,0.456,10,23,0.435,27,35,0.771,15,38,53,22,8,5,19,22,11.0,1,1
NYK,2016-11-06,NYK vs. UTA,0,239,109,42,83,0.506,8,20,0.4,17,19,0.895,10,29,39,18,8,5,12,26,-5.0,0,1
DAL,2016-11-06,DAL vs. MIL,1,264,86,33,88,0.375,9,38,0.237,11,12,0.917,10,36,46,14,12,2,15,20,11.0,1,1
LAD,2016-11-06,LAD @ NAS,0,59,86,32,57,0.561,10,19,0.526,12,15,0.8,10,15,25,5,0,9,5,9,-20.4,0,0
SAC,2016-11-06,SAC @ TOR,1,240,96,34,78,0.436,5,16,0.313,23,31,0.742,13,34,47,21,4,5,9,22,5.0,0,0
MIL,2016-11-06,MIL @ DAL,0,264,75,30,82,0.366,6,29,0.207,9,12,0.75,9,42,51,14,11,2,27,26,-11.0,0,0
ATL,2016-11-05,ATL vs. HOU,1,242,112,45,85,0.529,8,20,0.4,14,24,0.583,13,31,44,29,17,6,19,13,15.0,1,1
IND,2016-11-05,IND vs. CHI,1,241,111,46,86,0.535,12,26,0.462,7,12,0.583,8,28,36,27,8,9,11,20,17.0,1,1
LAC,2016-11-05,LAC @ SAS,1,240,116,47,91,0.516,9,23,0.391,13,14,0.929,7,34,41,24,8,6,8,19,24.0,0,0
IWA,2016-11-05,IWA vs. WCB,0,242,85,26,80,0.325,5,33,0.152,28,35,0.8,10,33,43,14,1,3,14,33,-11.0,0,1
DET,2016-11-05,DET vs. DEN,1,239,103,40,84,0.476,7,20,0.35,16,22,0.727,9,38,47,22,9,9,13,16,17.0,1,1
SAS,2016-11-05,SAS vs. LAC,0,241,92,30,74,0.405,10,25,0.4,22,25,0.88,7,33,40,19,5,5,15,18,-24.0,0,1
ORL,2016-11-05,ORL vs. WAS,1,240,88,31,78,0.397,9,28,0.321,17,27,0.63,10,33,43,21,4,6,8,16,2.0,1,1
WCB,2016-11-05,WCB @ IWA,1,240,96,32,79,0.405,4,15,0.267,28,38,0.737,12,46,58,14,4,1,13,31,11.0,0,0
CLE,2016-11-05,CLE @ PHI,1,241,102,37,91,0.407,14,38,0.368,14,18,0.778,11,38,49,23,10,5,16,15,1.0,0,0
PHI,2016-11-05,PHI vs. CLE,0,239,101,40,87,0.46,14,38,0.368,7,12,0.583,5,40,45,21,9,9,17,23,-1.0,0,1
MIL,2016-11-05,MIL vs. SAC,1,241,117,41,82,0.5,14,33,0.424,21,25,0.84,17,36,53,28,12,10,15,22,26.0,1,1
OKC,2016-11-05,OKC vs. MIN,1,240,112,45,86,0.523,7,16,0.438,15,24,0.625,11,30,41,24,9,9,12,21,20.0,1,1
CHI,2016-11-05,CHI @ IND,0,242,94,34,79,0.43,6,18,0.333,20,25,0.8,13,27,40,17,8,5,16,13,-17.0,0,0
MIN,2016-11-05,MIN @ OKC,0,239,92,33,84,0.393,4,19,0.211,22,29,0.759,17,24,41,12,7,8,17,19,-20.0,0,0
WAS,2016-11-05,WAS @ ORL,0,240,86,34,86,0.395,6,17,0.353,12,17,0.706,14,35,49,11,4,5,10,23,-2.0,0,0
HOU,2016-11-05,HOU @ ATL,0,240,97,37,85,0.435,12,36,0.333,11,13,0.846,12,31,43,22,9,7,26,26,-15.0,0,0
DEN,2016-11-05,DEN @ DET,0,241,86,31,94,0.33,7,25,0.28,17,20,0.85,16,32,48,15,8,2,16,15,-17.0,0,0
SAC,2016-11-05,SAC @ MIL,0,242,91,33,84,0.393,10,28,0.357,15,19,0.789,13,23,36,27,8,3,14,19,-26.0,0,0
PHX,2016-11-04,PHX @ NOP,1,265,112,40,93,0.43,8,24,0.333,24,28,0.857,12,47,59,18,7,2,15,27,1.0,0,0
TOR,2016-11-04,TOR vs. MIA,1,239,96,37,84,0.44,6,25,0.24,16,18,0.889,13,37,50,14,7,5,15,16,9.0,1,1
ATL,2016-11-04,ATL @ WAS,0,241,92,32,83,0.386,5,25,0.2,23,36,0.639,10,37,47,22,12,3,18,24,-3.0,0,0
POR,2016-11-04,POR @ DAL,1,239,105,36,80,0.45,12,31,0.387,21,26,0.808,7,35,42,21,9,3,14,20,10.0,0,0
LAL,2016-11-04,LAL vs. GSW,1,240,117,45,95,0.474,8,30,0.267,19,21,0.905,16,35,51,26,9,5,16,19,20.0,1,1
DAL,2016-11-04,DAL vs. POR,0,241,95,34,83,0.41,10,28,0.357,17,20,0.85,7,37,44,18,5,3,12,21,-10.0,0,1
LAC,2016-11-04,LAC @ MEM,1,240,99,32,85,0.376,8,27,0.296,27,33,0.818,11,36,47,19,17,6,11,23,11.0,0,0
NOP,2016-11-04,NOP vs. PHX,0,266,111,43,94,0.457,10,30,0.333,15,28,0.536,6,37,43,28,7,13,8,21,-1.0,0,1
SAS,2016-11-04,SAS @ UTA,1,239,100,37,83,0.446,6,20,0.3,20,22,0.909,9,40,49,17,9,8,11,25,14.0,0,0
NYK,2016-11-04,NYK @ CHI,1,241,117,46,89,0.517,9,21,0.429,16,21,0.762,11,29,40,32,7,2,5,23,13.0,0,0
MIA,2016-11-04,MIA @ TOR,0,241,87,34,88,0.386,9,28,0.321,10,15,0.667,12,31,43,19,10,5,13,22,-9.0,0,0
MEM,2016-11-04,MEM vs. LAC,0,239,88,31,84,0.369,9,26,0.346,17,22,0.773,13,35,48,26,4,9,18,28,-11.0,0,1
UTA,2016-11-04,UTA vs. SAS,0,239,86,30,80,0.375,11,26,0.423,15,24,0.625,9,33,42,15,7,4,12,19,-14.0,0,1
BKN,2016-11-04,BKN vs. CHA,0,241,95,35,87,0.402,9,36,0.25,16,21,0.762,7,39,46,20,12,4,15,22,-4.0,0,1
CHA,2016-11-04,CHA @ BKN,1,240,99,36,86,0.419,10,30,0.333,17,24,0.708,7,42,49,24,7,3,16,18,4.0,0,0
CHI,2016-11-04,CHI vs. NYK,0,239,104,37,84,0.44,8,23,0.348,22,27,0.815,15,27,42,15,4,4,12,16,-13.0,0,1
WAS,2016-11-04,WAS vs. ATL,1,241,95,31,80,0.388,5,20,0.25,28,35,0.8,11,35,46,13,7,3,19,23,3.0,1,1
GSW,2016-11-04,GSW @ LAL,0,240,97,39,86,0.453,5,32,0.156,14,20,0.7,9,31,40,26,13,3,20,13,-20.0,0,0
GSW,2016-11-03,GSW vs. OKC,1,241,122,46,89,0.517,14,30,0.467,16,20,0.8,15,31,46,27,9,14,15,18,26.0,1,1
MIL,2016-11-03,MIL vs. IND,1,240,125,47,82,0.573,12,27,0.444,19,24,0.792,12,29,41,32,10,6,21,23,18.0,1,1
ORL,2016-11-03,ORL vs. SAC,1,242,102,38,84,0.452,10,30,0.333,16,23,0.696,13,31,44,24,5,4,14,14,8.0,1,1
BOS,2016-11-03,BOS @ CLE,0,240,122,46,96,0.479,11,32,0.344,19,22,0.864,10,29,39,25,4,6,8,28,-6.0,0,0
OKC,2016-11-03,OKC @ GSW,0,239,96,35,87,0.402,10,27,0.37,16,28,0.571,13,28,41,20,8,6,16,20,-26.0,0,0
MIN,2016-11-03,MIN vs. DEN,0,241,99,35,88,0.398,9,22,0.409,20,25,0.8,14,29,43,20,8,4,16,22,-3.0,0,1
IND,2016-11-03,IND @ MIL,0,241,107,38,81,0.469,10,23,0.435,21,27,0.778,10,22,32,29,14,4,21,23,-18.0,0,0
DEN,2016-11-03,DEN @ MIN,1,240,102,39,81,0.481,6,22,0.273,18,25,0.72,7,37,44,24,10,2,20,24,3.0,0,0
CLE,2016-11-03,CLE vs. BOS,1,240,128,41,84,0.488,14,34,0.412,32,37,0.865,7,35,42,24,6,6,8,19,6.0,1,1
SAC,2016-11-03,SAC @ ORL,0,239,94,38,80,0.475,7,18,0.389,11,17,0.647,11,28,39,17,8,1,14,23,-8.0,0,0
PHX,2016-11-02,PHX vs. POR,1,266,118,44,103,0.427,5,16,0.313,25,30,0.833,14,45,59,15,10,5,12,20,3.0,1,1
HOU,2016-11-02,HOU @ NYK,1,240,118,42,89,0.472,15,40,0.375,19,27,0.704,19,35,54,25,12,8,19,21,19.0,0,0
OKC,2016-11-02,OKC @ LAC,1,242,85,34,84,0.405,5,20,0.25,12,20,0.6,10,42,52,14,8,4,21,24,2.0,0,0
DET,2016-11-02,DET @ BKN,0,241,101,37,88,0.42,9,25,0.36,18,21,0.857,10,28,38,21,11,6,13,18,-8.0,0,0
LAL,2016-11-02,LAL @ ATL,1,240,123,48,90,0.533,9,22,0.409,18,20,0.9,11,31,42,24,11,9,15,25,7.0,0,0
BOS,2016-11-02,BOS vs. CHI,1,242,107,41,87,0.471,14,32,0.438,11,17,0.647,10,29,39,28,10,4,12,24,7.0,1,1
UTA,2016-11-02,UTA vs. DAL,1,240,97,35,77,0.455,12,25,0.48,15,26,0.577,7,34,41,18,6,3,12,21,16.0,1,1
MEM,2016-11-02,MEM vs. NOP,1,266,89,33,94,0.351,8,27,0.296,15,20,0.75,13,39,52,20,12,5,17,22,6.0,1,1
NOP,2016-11-02,NOP @ MEM,0,265,83,30,81,0.37,11,34,0.324,12,16,0.75,5,38,43,17,8,9,21,26,-6.0,0,0
DAL,2016-11-02,DAL @ UTA,0,241,81,33,77,0.429,7,26,0.269,8,10,0.8,6,30,36,18,4,4,12,20,-16.0,0,0
WAS,2016-11-02,WAS vs. TOR,0,239,103,42,72,0.583,3,10,0.3,16,24,0.667,6,30,36,21,8,5,20,20,-10.0,0,1
CHI,2016-11-02,CHI @ BOS,0,240,100,35,81,0.432,7,20,0.35,23,31,0.742,15,34,49,21,7,7,19,19,-7.0,0,0
BKN,2016-11-02,BKN vs. DET,1,240,109,41,76,0.539,13,27,0.481,14,17,0.824,5,40,45,27,10,3,19,23,8.0,1,1
PHI,2016-11-02,PHI @ CHA,0,241,93,34,86,0.395,12,38,0.316,13,15,0.867,8,29,37,23,8,2,17,24,-16.0,0,0
TOR,2016-11-02,TOR @ WAS,1,241,113,43,77,0.558,10,25,0.4,17,25,0.68,4,27,31,21,16,2,13,24,10.0,0,0
ATL,2016-11-02,ATL vs. LAL,0,241,116,41,85,0.482,11,32,0.344,23,29,0.793,10,27,37,30,10,1,18,19,-7.0,0,1
CHA,2016-11-02,CHA vs. PHI,1,239,109,39,79,0.494,13,34,0.382,18,26,0.692,9,35,44,25,8,3,15,17,16.0,1,1
LAC,2016-11-02,LAC vs. OKC,0,241,83,34,87,0.391,7,22,0.318,8,18,0.444,8,33,41,22,13,5,17,19,-2.0,0,1
NYK,2016-11-02,NYK vs. HOU,0,242,99,37,85,0.435,8,20,0.4,17,25,0.68,7,27,34,18,10,6,16,22,-19.0,0,1
POR,2016-11-02,POR @ PHX,0,264,115,42,101,0.416,12,33,0.364,19,21,0.905,10,43,53,25,8,8,14,23,-3.0,0,0
NOP,2016-11-01,NOP vs. MIL,0,240,113,36,82,0.439,9,26,0.346,32,41,0.78,9,33,42,23,13,5,13,17,-4.0,0,1
IND,2016-11-01,IND vs. LAL,1,241,115,41,87,0.471,10,28,0.357,23,29,0.793,11,32,43,19,10,8,15,20,7.0,1,1
MIA,2016-11-01,MIA vs. SAC,1,265,108,37,86,0.43,13,29,0.448,21,29,0.724,6,39,45,24,10,9,15,21,12.0,1,1
MIN,2016-11-01,MIN vs. MEM,1,241,116,43,78,0.551,12,20,0.6,18,23,0.783,10,40,50,29,10,5,21,22,36.0,1,1
DET,2016-11-01,DET vs. NYK,1,241,102,41,89,0.461,8,13,0.615,12,21,0.571,10,38,48,19,7,5,10,16,13.0,1,1
POR,2016-11-01,POR vs. GSW,0,241,104,37,86,0.43,14,39,0.359,16,21,0.762,6,26,32,23,12,4,18,17,-23.0,0,1
